transaction_id,sender_customer_id,sender_account_id,sender_vpa,receiver_vpa,receiver_customer_id,receiver_type,amount,currency,transaction_type,timestamp,status,channel,device_id,location_id,upi_app,is_fraud
T10281,C1007,A2007,sunita92@upi,simran143@ybl,C1033,customer,199.69,INR,P2P,28-03-2026 09:04,success,intent,D7432,L3923,BHIM,0
T10303,C1073,A2073,arjun605@oksbi,manoj819@okicici,C1066,customer,129700.56,INR,P2P,16-04-2026 08:31,pending,QR,D8581,L5573,GPay,0
T10489,C1035,A2035,nikhil809@paytm,meena352@apl,C1051,customer,495.99,INR,P2P,03-04-2026 14:27,success,intent,D9043,L8539,BHIM,0
T10046,C1069,A2069,rakesh321@paytm,manoj185@okaxis,C1029,customer,270.7,INR,P2P,10-04-2026 20:10,success,mobile_app,D6435,L4300,PhonePe,0
T10064,C1053,A2053,meena100@apl,winnersbethub1@easebuzz,,merchant,304.97,INR,collect_request,14-04-2026 22:51,failed,mobile_app,D5687,L9775,Paytm,0
T10390,C1072,A2072,divya834@ybl,speedfuel35@easebuzz,,merchant,6271.1,INR,P2M,27-03-2026 09:39,success,QR,D2258,L5033,BHIM,0
T10072,C1026,A2026,manoj249@upi,suresh390@okicici,C1001,customer,234.28,INR,P2P,27-03-2026 01:04,success,intent,D1138,L4666,Paytm,0
T10324,C1049,A2049,kavita943@oksbi,simran169@okhdfcbank,C1057,customer,178.09,INR,P2P,09-04-2026 04:49,success,intent,D7809,L8249,Paytm,0
T10026,C1026,A2026,manoj249@upi,xr9281@apl,,customer,15461.19,INR,collect_request,01-04-2026 23:36,success,mobile_app,D1104,L7718,GPay,1
T10098,C1055,A2055,amit46@oksbi,kavita943@oksbi,C1049,customer,3237.19,INR,P2P,17-04-2026 09:22,success,mobile_app,D1190,L3571,BHIM,0
T10035,C1068,A2068,sunita687@apl,tripeasyonline@easebuzz,,merchant,396.65,INR,P2M,26-03-2026 06:54,success,intent,D5984,L1660,PhonePe,0
T10251,C1006,A2006,pooja571@paytm,freshvegpvt@easebuzz,,merchant,261.83,INR,P2M,06-04-2026 15:53,success,mobile_app,D8304,L6826,Paytm,0
T10468,C1005,A2005,sunita90@okicici,meena955@okhdfcbank,C1028,customer,37877.2,INR,P2P,04-04-2026 03:11,success,intent,D5029,L3925,PhonePe,0
T10003,C1070,A2070,divya602@oksbi,sanjay401@apl,C1046,customer,4794.3,INR,P2P,12-04-2026 10:24,success,mobile_app,D8118,L2900,BHIM,1
T10322,C1041,A2041,anjali628@okaxis,shopmarthub@razorpay,,merchant,338.59,INR,P2M,28-03-2026 03:18,success,mobile_app,D2369,L9821,BHIM,0
T10226,C1031,A2031,sanjay299@oksbi,cryptoedgeonline@razorpay,,merchant,228.03,INR,P2M,21-03-2026 00:42,success,mobile_app,D5770,L8201,BHIM,0
T10093,C1054,A2054,ritika464@upi,digitalmarthub@easebuzz,,merchant,1854.99,INR,P2M,26-03-2026 21:56,success,QR,D6857,L8171,Paytm,0
T10164,C1022,A2022,arun836@okicici,techworldonline@upi,,merchant,104.17,INR,P2M,28-03-2026 20:49,success,QR,D2650,L6331,Paytm,0
T10376,C1061,A2061,anjali674@paytm,deepa120@okicici,C1075,customer,2201.59,INR,P2P,28-03-2026 06:44,success,mobile_app,D7791,L7022,PhonePe,0
T10420,C1053,A2053,meena100@apl,freshvegindia@upi,,merchant,356.39,INR,P2M,04-04-2026 08:14,success,mobile_app,D5583,L9647,PhonePe,0
T10423,C1066,A2066,manoj819@okicici,rakesh321@paytm,C1069,customer,336.06,INR,P2P,02-04-2026 09:23,success,intent,D7926,L9278,GPay,0
T10113,C1006,A2006,pooja571@paytm,bitswaponline@paytm,,merchant,64257.65,INR,P2M,21-03-2026 05:57,pending,mobile_app,D5117,L4327,BHIM,0
T10440,C1018,A2018,ritika508@okhdfcbank,anjali283@paytm,C1015,customer,195.9,INR,P2P,16-04-2026 14:50,success,intent,D4874,L9076,BHIM,0
T10351,C1056,A2056,rahul352@oksbi,bookmyflight@upi,,merchant,64.79,INR,P2M,26-03-2026 14:31,failed,QR,D8056,L3203,Paytm,0
T10127,C1015,A2015,anjali283@paytm,divya602@oksbi,C1070,customer,307.72,INR,collect_request,04-04-2026 07:53,success,mobile_app,D7760,L9397,PhonePe,0
T10340,C1012,A2012,manoj174@paytm,quickbazaarpvt@easebuzz,,merchant,7869.2,INR,P2M,13-04-2026 17:04,success,mobile_app,D2616,L4506,BHIM,0
T10027,C1053,A2053,meena100@apl,meena955@okhdfcbank,C1028,customer,4763.26,INR,P2P,09-04-2026 04:25,success,mobile_app,D9872,L6675,GPay,1
T10276,C1055,A2055,amit46@oksbi,deepa675@okicici,C1034,customer,6868.59,INR,P2P,15-04-2026 23:53,success,QR,D8554,L4961,PhonePe,0
T10105,C1005,A2005,sunita90@okicici,xtremegamingstore@razorpay,,merchant,127245.27,INR,P2M,16-04-2026 05:52,success,intent,D3205,L9172,GPay,0
T10401,C1040,A2040,sunita255@upi,coindealindia@razorpay,,merchant,254.75,INR,P2M,27-03-2026 17:22,success,mobile_app,D4032,L2281,Paytm,0
T10175,C1056,A2056,rahul352@oksbi,jetsetgo16@upi,,merchant,2181.49,INR,P2M,03-04-2026 10:09,success,QR,D8654,L9856,Paytm,0
T10169,C1042,A2042,manoj694@paytm,cricketbetsstore1@paytm,,merchant,212.14,INR,P2M,24-03-2026 12:31,success,QR,D4259,L9821,PhonePe,0
T10117,C1073,A2073,arjun605@oksbi,petrolpoint29@razorpay,,merchant,82.8,INR,P2M,21-03-2026 22:42,success,intent,D3611,L7814,BHIM,0
T10012,C1054,A2054,ritika464@upi,anjali628@okaxis,C1041,customer,7853,INR,P2P,26-03-2026 16:41,success,intent,D3734,L7024,PhonePe,1
T10147,C1017,A2017,meena967@okhdfcbank,coindeal@razorpay,,merchant,394.64,INR,P2M,07-04-2026 11:23,success,QR,D4096,L1089,GPay,0
T10331,C1006,A2006,pooja571@paytm,techworldindia@paytm,,merchant,238.78,INR,P2M,22-03-2026 08:47,success,intent,D4175,L4002,GPay,0
T10212,C1048,A2048,meena495@oksbi,mohan338@apl,C1021,customer,348.59,INR,P2P,17-04-2026 15:15,success,QR,D1869,L8617,GPay,0
T10266,C1052,A2052,mohan534@apl,sanjay780@ybl,C1004,customer,90689.33,INR,P2P,24-03-2026 03:07,success,intent,D8889,L2311,PhonePe,0
T10020,C1053,A2053,meena100@apl,meena955@okhdfcbank,C1028,customer,3044.63,INR,P2P,09-04-2026 04:24,success,mobile_app,D4656,L9450,GPay,1
T10329,C1003,A2003,sunita6@ybl,digitalmartonline@razorpay,,merchant,174.75,INR,P2M,10-04-2026 23:04,success,intent,D8144,L5225,BHIM,0
T10429,C1053,A2053,meena100@apl,rakesh566@okicici,C1058,customer,2299.12,INR,P2P,13-04-2026 07:46,success,mobile_app,D4483,L8461,BHIM,0
T10465,C1059,A2059,arun437@apl,winnersbethub1@easebuzz,,merchant,199.02,INR,P2M,03-04-2026 14:08,success,mobile_app,D2717,L8443,GPay,0
T10448,C1068,A2068,sunita687@apl,cricketbetshub@razorpay,,merchant,424.44,INR,P2M,05-04-2026 21:47,pending,intent,D6864,L7336,PhonePe,0
T10168,C1062,A2062,ankit756@okhdfcbank,shadowmart@paytm,,merchant,302.96,INR,P2M,29-03-2026 02:18,success,QR,D8807,L2577,BHIM,0
T10378,C1025,A2025,arun753@apl,swati502@ybl,C1079,customer,433.32,INR,P2P,22-03-2026 23:02,success,QR,D3787,L2922,GPay,0
T10227,C1038,A2038,swati810@upi,manoj548@paytm,C1037,customer,3573.23,INR,P2P,12-04-2026 17:35,success,mobile_app,D8595,L8400,GPay,0
T10454,C1063,A2063,sanjay440@paytm,cricketbetsstore@easebuzz,,merchant,391.56,INR,P2M,13-04-2026 11:34,failed,QR,D6181,L1084,BHIM,0
T10371,C1032,A2032,lata815@paytm,anonpaystore@easebuzz,,merchant,189.17,INR,P2M,13-04-2026 14:29,success,mobile_app,D8248,L7364,GPay,0
T10449,C1001,A2001,suresh390@okicici,meena955@okhdfcbank,C1028,customer,216.72,INR,P2P,05-04-2026 00:10,success,mobile_app,D2474,L5967,PhonePe,0
T10019,C1054,A2054,ritika464@upi,xr6882@okaxis,,customer,155851.01,INR,P2P,18-03-2026 16:32,success,mobile_app,D7108,L2956,GPay,1
T10328,C1003,A2003,sunita6@ybl,deepa415@okicici,C1060,customer,2386.22,INR,P2P,01-04-2026 14:27,success,QR,D3938,L9059,PhonePe,0
T10104,C1052,A2052,mohan534@apl,sunita964@okicici,C1050,customer,324.88,INR,P2P,27-03-2026 21:18,success,intent,D6536,L2765,BHIM,0
T10192,C1069,A2069,rakesh321@paytm,playzonehub1@paytm,,merchant,50.32,INR,P2M,05-04-2026 07:27,failed,intent,D4912,L6254,GPay,0
T10077,C1053,A2053,meena100@apl,quickbazaarstore@easebuzz,,merchant,381.53,INR,P2M,29-03-2026 10:20,success,intent,D9759,L8794,Paytm,0
T10103,C1012,A2012,manoj174@paytm,manoj548@paytm,C1037,customer,2995.72,INR,P2P,23-03-2026 19:09,success,mobile_app,D3689,L9067,PhonePe,0
T10151,C1020,A2020,rahul341@paytm,oilstopstore2@razorpay,,merchant,278.75,INR,P2M,21-03-2026 03:55,success,mobile_app,D7375,L1086,GPay,0
T10459,C1038,A2038,swati810@upi,sunita92@upi,C1007,customer,4886.55,INR,P2P,06-04-2026 03:42,success,QR,D2570,L7735,PhonePe,0
T10191,C1041,A2041,anjali628@okaxis,quickbucks32@razorpay,,merchant,3477.92,INR,P2M,13-04-2026 10:05,success,mobile_app,D8362,L5844,Paytm,0
T10070,C1059,A2059,arun437@apl,sunita6@ybl,C1003,customer,335.93,INR,P2P,09-04-2026 07:01,success,mobile_app,D8775,L6730,Paytm,0
T10030,C1032,A2032,lata815@paytm,mule243@okicici,,customer,2173.3,INR,P2P,26-03-2026 16:07,success,QR,D9061,L1981,PhonePe,1
T10040,C1048,A2048,meena495@oksbi,kavita618@okhdfcbank,C1023,customer,2555.26,INR,P2P,25-03-2026 20:26,success,mobile_app,D5026,L5835,BHIM,0
T10317,C1036,A2036,amit613@apl,playzonehub@easebuzz,,merchant,124.86,INR,P2M,27-03-2026 03:35,success,intent,D3514,L3641,PhonePe,0
T10124,C1051,A2051,meena352@apl,xtremegaminghub@upi,,merchant,57.6,INR,P2M,21-03-2026 16:57,success,intent,D1745,L2189,Paytm,0
T10387,C1055,A2055,amit46@oksbi,oilstopco1@upi,,merchant,3839.89,INR,collect_request,08-04-2026 23:54,success,mobile_app,D4095,L3435,GPay,0
T10485,C1024,A2024,neha182@paytm,shadowmartindia@easebuzz,,merchant,197.98,INR,P2M,23-03-2026 16:48,success,intent,D3910,L1525,BHIM,0
T10377,C1050,A2050,sunita964@okicici,cricketbetsstore@easebuzz,,merchant,9502.81,INR,P2M,14-04-2026 18:00,success,intent,D4747,L2457,BHIM,0
T10121,C1041,A2041,anjali628@okaxis,sunita687@apl,C1068,customer,476.7,INR,P2P,28-03-2026 20:51,success,intent,D4492,L7950,GPay,0
T10158,C1031,A2031,sanjay299@oksbi,quickbucks40@easebuzz,,merchant,9651.15,INR,P2M,11-04-2026 00:48,success,mobile_app,D5224,L2106,BHIM,0
T10063,C1008,A2008,swati612@upi,cricketbets1@upi,,merchant,300.36,INR,P2M,19-03-2026 05:40,success,intent,D9561,L7874,GPay,0
T10388,C1029,A2029,manoj185@okaxis,arun437@apl,C1059,customer,261.61,INR,P2P,11-04-2026 15:53,pending,mobile_app,D8233,L6841,BHIM,0
T10315,C1029,A2029,manoj185@okaxis,simran321@oksbi,C1074,customer,5676.58,INR,P2P,03-04-2026 11:27,success,QR,D9686,L9986,BHIM,0
T10010,C1013,A2013,anjali276@ybl,sunita101@ybl,C1044,customer,7027.34,INR,P2P,30-03-2026 15:44,success,QR,D2262,L9128,BHIM,1
T10416,C1042,A2042,manoj694@paytm,meena100@apl,C1053,customer,2106.85,INR,P2P,10-04-2026 15:08,success,QR,D5698,L9274,PhonePe,0
T10473,C1078,A2078,pooja499@okicici,petrolpointindia@upi,,merchant,278.88,INR,P2M,12-04-2026 19:49,success,QR,D3932,L6272,Paytm,0
T10360,C1054,A2054,ritika464@upi,speedfuelstore1@easebuzz,,merchant,408.04,INR,P2M,13-04-2026 20:21,success,QR,D4278,L7788,BHIM,0
T10300,C1041,A2041,anjali628@okaxis,arun753@apl,C1025,customer,156.7,INR,P2P,10-04-2026 12:01,success,intent,D8936,L1890,BHIM,0
T10257,C1069,A2069,rakesh321@paytm,betkingonline@razorpay,,merchant,2557.77,INR,collect_request,11-04-2026 06:14,success,mobile_app,D8584,L6330,GPay,0
T10119,C1057,A2057,simran169@okhdfcbank,bookmyflighthub@easebuzz,,merchant,339.02,INR,collect_request,03-04-2026 05:11,success,QR,D2857,L7322,Paytm,0
T10379,C1067,A2067,meena202@apl,cricketbetshub@razorpay,,merchant,464,INR,P2M,28-03-2026 11:57,success,mobile_app,D5361,L5717,BHIM,0
T10327,C1025,A2025,arun753@apl,gamershubindia@upi,,merchant,221.8,INR,P2M,16-04-2026 01:05,success,QR,D9095,L8593,PhonePe,0
T10261,C1078,A2078,pooja499@okicici,manoj548@paytm,C1037,customer,66587.64,INR,P2P,21-03-2026 05:10,failed,mobile_app,D6885,L2797,Paytm,0
T10195,C1062,A2062,ankit756@okhdfcbank,sanjay401@apl,C1046,customer,365.59,INR,P2P,19-03-2026 06:31,success,mobile_app,D9051,L2310,BHIM,0
T10229,C1075,A2075,deepa120@okicici,xtremegaminghub@paytm,,merchant,9062.15,INR,P2M,26-03-2026 14:20,success,intent,D3024,L2494,GPay,0
T10299,C1062,A2062,ankit756@okhdfcbank,rahul352@oksbi,C1056,customer,81.89,INR,P2P,28-03-2026 06:50,success,intent,D6336,L4769,GPay,0
T10311,C1045,A2045,deepa765@okhdfcbank,pooja571@paytm,C1006,customer,5532.09,INR,P2P,11-04-2026 05:46,success,intent,D9629,L3010,BHIM,0
T10009,C1051,A2051,meena352@apl,mule734@okaxis,,customer,3874.11,INR,P2P,05-04-2026 13:16,success,QR,D5456,L9582,GPay,1
T10171,C1043,A2043,kiran989@paytm,sachin13@ybl,C1009,customer,325.54,INR,P2P,02-04-2026 20:30,success,QR,D5773,L5382,BHIM,0
T10460,C1076,A2076,meena145@paytm,tripeasyonline@easebuzz,,merchant,6616.07,INR,P2M,23-03-2026 13:16,success,QR,D1425,L8439,Paytm,0
T10246,C1056,A2056,rahul352@oksbi,petrolpointonline@razorpay,,merchant,409.56,INR,P2M,13-04-2026 01:20,failed,QR,D6363,L3347,GPay,0
T10341,C1046,A2046,sanjay401@apl,freshvegpvt@easebuzz,,merchant,2666.13,INR,P2M,06-04-2026 01:33,success,QR,D4510,L9425,PhonePe,0
T10162,C1063,A2063,sanjay440@paytm,gamershubindia@upi,,merchant,7878.2,INR,P2M,02-04-2026 22:45,success,QR,D5501,L9041,PhonePe,0
T10352,C1049,A2049,kavita943@oksbi,shadowmartindia@paytm,,merchant,99.22,INR,P2M,10-04-2026 10:39,success,QR,D3560,L9301,GPay,0
T10389,C1058,A2058,rakesh566@okicici,techworldstore@razorpay,,merchant,430.63,INR,P2M,01-04-2026 10:17,success,mobile_app,D3757,L9335,Paytm,0
T10325,C1020,A2020,rahul341@paytm,meena100@apl,C1053,customer,9733.25,INR,P2P,22-03-2026 19:33,success,mobile_app,D4404,L5968,BHIM,0
T10089,C1079,A2079,swati502@ybl,offshorevaultonline@razorpay,,merchant,2234.47,INR,P2M,01-04-2026 08:39,success,mobile_app,D2741,L9154,PhonePe,0
T10170,C1036,A2036,amit613@apl,cryptoedgeco@razorpay,,merchant,352.94,INR,P2M,17-04-2026 10:14,success,QR,D8598,L3373,PhonePe,0
T10068,C1062,A2062,ankit756@okhdfcbank,fastcash99online2@upi,,merchant,8804.7,INR,P2M,12-04-2026 05:44,success,QR,D3222,L9589,GPay,0
T10355,C1031,A2031,sanjay299@oksbi,gadgetzoneonline@razorpay,,merchant,341.64,INR,P2M,24-03-2026 04:38,success,QR,D3781,L1322,Paytm,0
T10394,C1022,A2022,arun836@okicici,ritika325@upi,C1002,customer,396.89,INR,P2P,07-04-2026 04:06,success,QR,D3525,L2975,Paytm,0
T10347,C1060,A2060,deepa415@okicici,xtremegaming40@upi,,merchant,9551.25,INR,P2M,23-03-2026 21:08,success,mobile_app,D5107,L9017,BHIM,0
T10198,C1071,A2071,meena866@apl,arjun605@oksbi,C1073,customer,4736.66,INR,P2P,08-04-2026 08:51,success,mobile_app,D3733,L3955,BHIM,0
T10356,C1004,A2004,sanjay780@ybl,leveluphub@razorpay,,merchant,438.52,INR,P2M,10-04-2026 10:30,success,intent,D1364,L6185,BHIM,0
T10323,C1011,A2011,ritika573@okhdfcbank,quickbazaarhub@razorpay,,merchant,65219.31,INR,P2M,05-04-2026 03:56,failed,QR,D3423,L8006,Paytm,0
T10166,C1053,A2053,meena100@apl,levelupco@razorpay,,merchant,4350.79,INR,P2M,15-04-2026 14:14,success,intent,D4744,L2636,Paytm,0
T10307,C1058,A2058,rakesh566@okicici,arun437@apl,C1059,customer,7725.58,INR,P2P,07-04-2026 07:33,success,mobile_app,D7068,L8607,GPay,0
T10048,C1047,A2047,kiran603@okicici,playzone@razorpay,,merchant,6959.26,INR,P2M,26-03-2026 06:46,success,intent,D8157,L8982,Paytm,0
T10128,C1020,A2020,rahul341@paytm,suresh150@oksbi,C1014,customer,327.6,INR,P2P,21-03-2026 06:38,success,intent,D8557,L2198,Paytm,0
T10087,C1015,A2015,anjali283@paytm,lata815@paytm,C1032,customer,342.74,INR,P2P,16-04-2026 11:14,success,mobile_app,D2771,L1323,GPay,0
T10291,C1025,A2025,arun753@apl,gamershubstore@easebuzz,,merchant,415.18,INR,P2M,15-04-2026 14:19,success,intent,D3250,L6268,PhonePe,0
T10435,C1021,A2021,mohan338@apl,tripeasyhub1@upi,,merchant,6147.95,INR,P2M,14-04-2026 18:58,success,mobile_app,D4152,L9877,GPay,0
T10405,C1021,A2021,mohan338@apl,ankit756@okhdfcbank,C1062,customer,7649.03,INR,P2P,16-04-2026 01:06,success,mobile_app,D4298,L5830,BHIM,0
T10274,C1021,A2021,mohan338@apl,oilstoppvt@paytm,,merchant,264.3,INR,P2M,06-04-2026 01:46,success,intent,D7390,L8775,Paytm,0
T10364,C1036,A2036,amit613@apl,gadgetzone1@paytm,,merchant,3308.02,INR,P2M,19-03-2026 23:33,success,mobile_app,D6087,L8604,BHIM,0
T10052,C1001,A2001,suresh390@okicici,lata815@paytm,C1032,customer,162.29,INR,P2P,20-03-2026 23:22,success,QR,D8179,L7875,PhonePe,0
T10255,C1059,A2059,arun437@apl,arjun605@oksbi,C1073,customer,3540.32,INR,P2P,23-03-2026 19:55,success,QR,D2162,L5949,BHIM,0
T10306,C1071,A2071,meena866@apl,ankit837@paytm,C1027,customer,7238.44,INR,P2P,23-03-2026 00:59,success,mobile_app,D8860,L5994,PhonePe,0
T10392,C1058,A2058,rakesh566@okicici,offshorevaultstore@paytm,,merchant,6935.85,INR,P2M,03-04-2026 15:05,success,mobile_app,D8423,L6323,PhonePe,0
T10154,C1078,A2078,pooja499@okicici,deepa76@oksbi,C1000,customer,66.23,INR,collect_request,01-04-2026 00:45,success,QR,D6785,L7474,BHIM,0
T10210,C1047,A2047,kiran603@okicici,pooja571@paytm,C1006,customer,377.82,INR,P2P,25-03-2026 19:19,success,QR,D1225,L6624,GPay,0
T10111,C1003,A2003,sunita6@ybl,deepa675@okicici,C1034,customer,73.88,INR,P2P,01-04-2026 13:12,success,intent,D5105,L3399,GPay,0
T10453,C1071,A2071,meena866@apl,pooja571@paytm,C1006,customer,1017.59,INR,P2P,07-04-2026 09:19,success,QR,D2994,L9491,BHIM,0
T10034,C1034,A2034,deepa675@okicici,simran321@oksbi,C1074,customer,474.6,INR,P2P,09-04-2026 11:03,success,QR,D6145,L7660,GPay,0
T10022,C1006,A2006,pooja571@paytm,xr9281@apl,,customer,144215.04,INR,P2P,30-03-2026 00:04,success,QR,D6362,L2415,BHIM,1
T10188,C1011,A2011,ritika573@okhdfcbank,leveluppvt@razorpay,,merchant,274.96,INR,collect_request,21-03-2026 13:14,pending,mobile_app,D6824,L3521,GPay,0
T10491,C1022,A2022,arun836@okicici,gadgetzoneonline@razorpay,,merchant,7599.2,INR,P2M,23-03-2026 06:34,success,QR,D1715,L4927,PhonePe,0
T10332,C1076,A2076,meena145@paytm,winnersbet92@paytm,,merchant,5893.41,INR,P2M,31-03-2026 19:32,success,intent,D6939,L2570,Paytm,0
T10142,C1007,A2007,sunita92@upi,gadgetzone1@paytm,,merchant,465.1,INR,P2M,19-03-2026 12:58,success,intent,D5644,L2404,PhonePe,0
T10497,C1056,A2056,rahul352@oksbi,anonpayhub@upi,,merchant,8528.51,INR,P2M,23-03-2026 15:02,success,QR,D6051,L8274,GPay,0
T10336,C1038,A2038,swati810@upi,ritika508@okhdfcbank,C1018,customer,416.56,INR,P2P,28-03-2026 19:45,success,mobile_app,D2287,L7960,GPay,0
T10033,C1009,A2009,sachin13@ybl,coindealstore@razorpay,,merchant,78.03,INR,P2M,02-04-2026 22:17,success,QR,D6345,L6211,BHIM,0
T10112,C1037,A2037,manoj548@paytm,simran169@okhdfcbank,C1057,customer,293.53,INR,P2P,14-04-2026 21:55,success,mobile_app,D7371,L4892,Paytm,0
T10234,C1023,A2023,kavita618@okhdfcbank,sanjay780@ybl,C1004,customer,343.97,INR,P2P,02-04-2026 02:59,success,QR,D2436,L1803,GPay,0
T10108,C1057,A2057,simran169@okhdfcbank,levelupindia@easebuzz,,merchant,2243.62,INR,P2M,14-04-2026 05:30,success,QR,D4560,L4291,PhonePe,0
T10199,C1064,A2064,rahul220@okhdfcbank,xtremegaminghub@razorpay,,merchant,121.18,INR,collect_request,14-04-2026 08:10,failed,QR,D7090,L7755,BHIM,0
T10006,C1052,A2052,mohan534@apl,mule734@okaxis,,customer,17479.33,INR,collect_request,22-03-2026 20:16,success,mobile_app,D9133,L6680,Paytm,1
T10161,C1030,A2030,ritika966@okhdfcbank,arun753@apl,C1025,customer,8854.68,INR,P2P,04-04-2026 22:04,success,mobile_app,D2747,L2964,GPay,0
T10334,C1024,A2024,neha182@paytm,petrolpointco@upi,,merchant,6027.9,INR,P2M,14-04-2026 09:22,success,intent,D2867,L7837,BHIM,0
T10205,C1067,A2067,meena202@apl,rahul220@okhdfcbank,C1064,customer,292.97,INR,P2P,06-04-2026 17:01,success,QR,D9269,L2475,PhonePe,0
T10007,C1062,A2062,ankit756@okhdfcbank,mule422@apl,,customer,4523.7,INR,P2P,20-03-2026 23:40,success,mobile_app,D7092,L3079,Paytm,1
T10088,C1014,A2014,suresh150@oksbi,gamershub91@easebuzz,,merchant,221.11,INR,P2M,19-03-2026 02:07,success,QR,D7895,L2654,Paytm,0
T10495,C1008,A2008,swati612@upi,betkinghub@upi,,merchant,345.66,INR,P2M,26-03-2026 11:16,success,mobile_app,D1295,L2646,PhonePe,0
T10182,C1006,A2006,pooja571@paytm,xtremegamingstore@upi,,merchant,13098.32,INR,P2M,19-03-2026 00:50,success,mobile_app,D2477,L3468,GPay,0
T10054,C1009,A2009,sachin13@ybl,simran143@ybl,C1033,customer,1300.72,INR,collect_request,26-03-2026 21:27,success,QR,D3636,L2228,GPay,0
T10109,C1079,A2079,swati502@ybl,gamershubstore@upi,,merchant,7179.5,INR,collect_request,27-03-2026 06:26,success,intent,D9888,L6281,GPay,0
T10118,C1011,A2011,ritika573@okhdfcbank,jetsetgopvt@upi,,merchant,447.53,INR,P2M,13-04-2026 09:21,success,QR,D1144,L2879,Paytm,0
T10061,C1073,A2073,arjun605@oksbi,sanjay780@ybl,C1004,customer,5286.36,INR,P2P,15-04-2026 09:06,failed,intent,D3415,L2970,BHIM,0
T10219,C1055,A2055,amit46@oksbi,divya834@ybl,C1072,customer,146608.77,INR,P2P,14-04-2026 16:37,success,intent,D2939,L4016,Paytm,0
T10480,C1074,A2074,simran321@oksbi,oilstopstore1@razorpay,,merchant,1107.02,INR,collect_request,29-03-2026 16:25,success,mobile_app,D4438,L8773,PhonePe,0
T10202,C1012,A2012,manoj174@paytm,sanjay401@apl,C1046,customer,210.05,INR,P2P,31-03-2026 01:49,success,QR,D2505,L7550,PhonePe,0
T10277,C1066,A2066,manoj819@okicici,divya602@oksbi,C1070,customer,360.63,INR,P2P,21-03-2026 22:26,success,mobile_app,D7737,L2600,GPay,0
T10478,C1035,A2035,nikhil809@paytm,sanjay780@ybl,C1004,customer,23777.28,INR,P2P,03-04-2026 14:52,success,QR,D5959,L5496,PhonePe,0
T10106,C1067,A2067,meena202@apl,simran321@oksbi,C1074,customer,5979.04,INR,P2P,27-03-2026 05:43,success,intent,D3845,L3103,GPay,0
T10319,C1047,A2047,kiran603@okicici,jetsetgoonline@razorpay,,merchant,488.96,INR,collect_request,11-04-2026 21:08,success,mobile_app,D8504,L6246,PhonePe,0
T10097,C1008,A2008,swati612@upi,gamershubstore@easebuzz,,merchant,191.41,INR,P2M,15-04-2026 01:33,success,mobile_app,D6542,L9504,GPay,0
T10320,C1000,A2000,deepa76@oksbi,oilstophub@upi,,merchant,86460.38,INR,P2M,01-04-2026 16:56,success,intent,D3409,L8243,Paytm,0
T10287,C1017,A2017,meena967@okhdfcbank,quickbazaarindia@easebuzz,,merchant,61.41,INR,P2M,13-04-2026 21:03,success,intent,D6041,L9186,BHIM,0
T10165,C1078,A2078,pooja499@okicici,deepa675@okicici,C1034,customer,2684.37,INR,P2P,05-04-2026 09:36,success,mobile_app,D9171,L7945,PhonePe,0
T10167,C1030,A2030,ritika966@okhdfcbank,sanjay139@ybl,C1019,customer,435.34,INR,P2P,08-04-2026 02:22,success,QR,D3203,L9470,Paytm,0
T10417,C1010,A2010,pooja798@oksbi,sanjay299@oksbi,C1031,customer,371.84,INR,P2P,08-04-2026 02:37,success,mobile_app,D3260,L8025,BHIM,0
T10055,C1043,A2043,kiran989@paytm,cryptonowhub@easebuzz,,merchant,326.14,INR,P2M,17-04-2026 02:51,success,QR,D3573,L1877,GPay,0
T10262,C1003,A2003,sunita6@ybl,sunita255@upi,C1040,customer,366,INR,P2P,08-04-2026 18:18,success,intent,D4460,L3841,BHIM,0
